identifier,name_consignee,address_1_consignee,address_2_consignee,address_3_consignee,address_4_consignee,city_consignee,zip_code_consignee,country_code_consignee,name_consignor,address_1_consignor,address_2_consignor,address_3_consignor,address_4_consignor,city_consignor,zip_code_consignor,country_code_consignor
202005092,SKF C/O COLINX DISTRIBUTION SERVICE,139 COX AVENUE,,,,CROSSVILLE,38555,US,SKF SVERIGE AB,HORNSGATAN1,,,,GOETEBORG,,SE
202005095,SAARGUMMI MEXICO SA DE CV,AV. DE LAS FUENTES NO. 36,,PARQ.INDUSTRIAL BERNARDO QUINTANA,,EL MARQUES,,MX,CQLT SAARGUMMI DEUTSCHLAND GMBH,EISENBAHNSTRASSE 24,,,,WADERN,,DE
202005095,SAARGUMMI MEXICO SA DE CV,AV. DE LAS FUENTES NO. 36,,PARQ.INDUSTRIAL BERNARDO QUINTANA,,EL MARQUES,,MX,CQLT SAARGUMMI DEUTSCHLAND GMBH,EISENBAHNSTRASSE 24,,,,WADERN,,DE
202005096,SEKURIT SAINT GOBAIN,"NICOLAS BRAVO 8,PARQUE INDUSTRIAL C",UAUTLA,"XALOSTOC, MORELOS, C.P. 62715",,MORELOS,,MX,SAINT-GOBAIN SEKURIT FRANCE,ATELIER PRELAMINAT PORTE A26,,RUE DU MARECHAL JOFFRE,,THOUROTTE,,FR
202005099,FESTIVAL TRADING INC,"2875 S.RESERVOIR ST, POMONA, CA 917",66,.,,,,,ZHEJIANG PHELPS INTERNATIONAL TRADI,"SHENGDA ROAD,DONGCHENG TOWN,LINHAIC","ITY,ZHEJIANG,CHINA",.,,,,
202005111,ALFA LAVAL C/O MAHOMED,SALES AND WAREHOUSING LLC,825,,,INDIANAPOLIS,46268,US,ALFA LAVAL LUND AB,METALLGATAN 2,,,,RONNEBY,37238,SE
202005117,TYCO ELEC SUBSEA COMMS,1001 E. MCCOMMAS STREET,SUBMERSIBLES,,,21230 BALTIMORE,21230,US,SOIL MACHINES DYNAMICS LTD,LOGISTICS CENTRE,"DAVY BANK, WALLSEND",,,TYNE & WEAR,NE28 6UZ,GB
202005118,SAINT-GOBAIN MERIMACK,701 DANIEL WEBSTER HWY,,,,MERRIMACK,03054,US,SAINT GOBAIN KILRUSH,COORACLARE ROAD,BALLYMACURTAUN,,,KILRUSH,,IE
202005186,QS WHOLESALE LLC,5600 ARGOSY CIRCLE BUILDING 100,"HUNTINGTON BEACH, CA 92649",UNITED STATES,HUNTINGTON BEACH CA 92649,,,,GLOBALLYOURS,E-170 SECTOR - 7,"GAUTAM BUDH NAGAR, UTTAR PRADE",NOIDA 201301 IN,,,,
202005209,BERRIES INTERNATIONAL LLC,2000 N.W. 70 AVE,MIAMI FL 33122 UNITED STATES,,,,,,CORPORACION FRUTICOLA DE CHINCHA S.,AV. MARISCAL LA MAR NRO. 750 INT. 4,MIRAFLORES LIM PERU,,,,,
202005225,ROYAL DANISH EMBASSY,3200 WHITEHAVEN ST NW,WASHINGTON DC 20008 US,,,,,,JOINT MOVEMENT & TRANSPORTATION ORG,30 HERNINGVEJ FLYVESTATION KARUP,KARUP 7470 DK,,,,,
202005227,BEMIS ASSOCIATE INC,1 BEMIS WAY,SHIRLEY,SHIRLEY MA 01464 US,,,,,,,,,,,,
202005231,M/S. BRAND INCORPORATED,7548 DIPLOMAT DR. SUITE 101,"MANASSAS, VA",VA 20109 US,,,,,M/S. STEEL STRIPS WHEELS LTD,"A-10 ORAGADAM SIPCOT,","INDL. GROWTH CENTRE, MATHUR (PO)","VALLAM VILLAGE, SRIPERUMBUDUR",,,,
202005237,"BROKERS LOGISTICS, LTD",1000 HAWKINS,79915-1205 EL PASO,TX US,,,,,COROPLAST FRITZ MUELLER GMBH & CO.,WITTENER STR. 271,42279 WUPPERTAL,DE,,,,
202005238,"CINEMATECH, INC.",4319 LINDBERGH DR.,"ADDISON, 75001 TX",TX US,,,,,WILLI SCHILLIG POLSTERMOEBEL-,WERKE GMBH & CO. KG,AM WEINBERG 20-22,EBERSDORF-FROHNLACH 96237 DE,,,,
202005256,DRAKEN INTERNATIONAL INC.,3330 FLIGHTLINE DRIVE,LAKELAND FL 33811 US,,,,,,MINISTERIO DE DEFENSA ESPANA,8 ROMERO ROBLEDO,MADRID 28008 ES,,,,,
202005304,MAURICE AND PAUL MARCIANO ART FOUND,144 S. BEVERLY DRIVE,LONG BEACH CA 90212 UNITED STATES,,,,,,,,,,,,,
202006020,BP PRODUCTS NA,30S WACKER DR SUITE 900 CHICAGO IL,60606,,,,,,BP PRODUCTS NA,30S WACKER DR SUITE 900 CHICAGO IL,60606,,,,,
202006089,QUINCY MEMORIALS INC,"QUINCY MEMORIAL, INC 18 WILLARD",STREET QUINCY MA 02169,QUINCY MA 02169,USA,,,,"XIAMEN YAKING IMPORT & EXPORT CO.,L","UNIT 22A, HONGSHENG BUILDING, NO.4","HEXIANG WEST ROAD,SIMING DISTRICT,",XIAMEN,CHINA,,,
202006096,MEADOW BURKE -DECATUR,3080 N LANIER PKWY,"DECATUR,GA 30034 6838",DECATUR GA 30034,USA,,,,"AOSEON INTERNATIONAL GROUP CO., LIM","BEIAN OFFICE STATION OF JIMO, QINGD",QINGDAO,CHINA,,,,
202006099,RENAISSANCE LUXURY GROUP,456 JOHNSON AVE UNIT 400 BROOKLYN,NY11237 USA,,,,,,SOLUTIA ITALIA SRL,VIA G GALILEI 5 31057 SILEA (TV),,,,,,
202006100,SUSAN ABRAHAM,3310 INDUSTRIAL BLVD,,,,BETHEL PARK,15102,US,WEIFANG XIANSHI INTRNATIONAL TRADIN,ANQIU ECONOMIC DEVELOPMENT ZONE,,,,SHANGDONG PROVINCE,,CN
202006101,THE GELATO FIASCO INC,2 INDUSTRY RD,,,,BRUNSWICK,04011,US,CIXI E-RIN PACKAGING PRODUCTS CO LT,37 ZHANGCI RD,,ZHANGQI TOWN,,CIXI,,CN
202006104,FRONTROOM FURNISHINGS LLC,3800 ZANE TRACE DR,,,,COLUMBUS,43228,US,SHANGHAI TRAYTON FURNITURE CO,1999 LIANYOU ROAD MINHANG DIST,,,,SHANGHAI,,CN
202006104,FRONTROOM FURNISHINGS LLC,3800 ZANE TRACE DR,,,,COLUMBUS,43228,US,SHANGHAI TRAYTON FURNITURE CO,1999 LIANYOU ROAD MINHANG DIST,,,,SHANGHAI,,CN
202006104,FRONTROOM FURNISHINGS LLC,3800 ZANE TRACE DR,,,,COLUMBUS,43228,US,SHANGHAI TRAYTON FURNITURE CO,1999 LIANYOU ROAD MINHANG DIST,,,,SHANGHAI,,CN
202006104,FRONTROOM FURNISHINGS LLC,3800 ZANE TRACE DR,,,,COLUMBUS,43228,US,SHANGHAI TRAYTON FURNITURE CO,1999 LIANYOU ROAD MINHANG DIST,,,,SHANGHAI,,CN
202006104,FRONTROOM FURNISHINGS LLC,3800 ZANE TRACE DR,,,,COLUMBUS,43228,US,SHANGHAI TRAYTON FURNITURE CO,1999 LIANYOU ROAD MINHANG DIST,,,,SHANGHAI,,CN
202006104,FRONTROOM FURNISHINGS LLC,3800 ZANE TRACE DR,,,,COLUMBUS,43228,US,SHANGHAI TRAYTON FURNITURE CO,1999 LIANYOU ROAD MINHANG DIST,,,,SHANGHAI,,CN
202006104,FRONTROOM FURNISHINGS LLC,3800 ZANE TRACE DR,,,,COLUMBUS,43228,US,SHANGHAI TRAYTON FURNITURE CO,1999 LIANYOU ROAD MINHANG DIST,,,,SHANGHAI,,CN
202006104,FRONTROOM FURNISHINGS LLC,3800 ZANE TRACE DR,,,,COLUMBUS,43228,US,SHANGHAI TRAYTON FURNITURE CO,1999 LIANYOU ROAD MINHANG DIST,,,,SHANGHAI,,CN
2020010112,"MAHOMED SALES & WAREHOUSING,LLC",8258 ZIONSVILLE ROAD,,,,INDIANAPOLIS,46268,US,"WUHU YONGDA TECHNOLOGY CO.,LTD","NO.250 NORTH CHANGJIANG ROAD,ECONOM",TECHNOLOGY DEVELOPMENT ZONE,,,WUHU,,CN
2020010124,INNIO WAUKESHA GAS ENGINES INC,1101 W SAINT PAUL AVE,,,,WAUKESHA,53188,US,XUBI ENGRANAJES SL,POL IND UMANSORO,,,,AZKOITIA,20720,ES
2020010127,ACME INTERNATIONAL LLC,5017 N. HIATUS ROAD,SUNRISE FL 33351 UNITED STATES,,,,,,SAFIRE TRADING,"BEA BUILDING, NO. 60 ROBINSON ROAD,",SINGAPORE 068892 SINGAPORE,,,,,
2020010131,"ECOGREEN OLEOCHEMICALS, INC. O/B FR","7939 HARRISBURG BLVD.HOUSTON, TX 77",HOUSTON TX 77012 UNITED STATES,,,,,,PT. ECOGREEN OLEOCHEMICALS,"JALAN PELABUHAN KAV. 1BATAMRIAU, KA","MEDAN, SUMATRA 29435 INDONESIA",,,,,
2020010150,TAOKAENOI USA INC.,"13767 MILROY PLACE, SANTA FE","SPRINGS, CA 90670 U.S.A.",,,,,,"TAOKAENOI FOOD AND MARKETING CO., L",337 BOND STREET BANGPHUT PAK KRET,"NONTHABURI ZONE, 11120 THAILAND",,,,,
2020010171,MARQUIS METAL MATERIAL INC,"186 US OVAL, PLATTSBURGH, NY 12903","US, TELP : 518 419-6646",,,,,,PT. STARMAS INTI ALUMINIUM INDUSTRY,KAWASAN INDUSTRI AND PERGUDANGAN,"CIKUPA JL. CIKUPA MAS RAYA NO. 16,","CIKUPA, TANGERANG 15710- INDONESIA",,,,
2020010179,MEXCOR INC,8950 RAILWOOD DRIVE,HOUSTON TX 77078 UNITED STATES,,,,,,KRUGMANN MARKENSPIRITUOSEN GMBH & C,KRIM 2,MEINERZHAGEN NW 58540 GERMANY,,,,,
2020010180,KW AUTOMOTIVE INC.,300 W. PONTIAC WAY,CLOVIS CA 93612 US,,,,,,KW AUTOMOTIVE GMBH,ASPACHWEG 14,FICHTENBERG D-74427 DE,,,,,
2020010183,"RAVEN INDUSTRIES,INC.",5049 CENTER DRIVE LATROBE PA 15650,U.S.A.,,,,,,"GENERAL PLASTIC INDUSTRIAL CO., LTD","50, TZU-CHIANG RD.,WUCHI TOWN,","TAICHUNG COUNTY,TAIWAN R.O.C.",,,,,
2020010189,F W BRYCE INC.,8 POND RD,GLOUCESTER MA 01930 UNITED STATES,,,,,,TRUSAL SA,PANAMERICANA SUR KM 1030 CAMINO A P,PUERTO MONTT LL CHILE,,,,,
2020010194,"TOA ELECTRONICS, INC",400 OYSTER POINT BLVD SUITE 301,,,,SOUTH SAN FRANCISCO,94080,US,DYNATECH CORPORATION (SHENZHEN) ON,"CORPORATION NO.11,FURONG 2RD",,"FURONG IND, SHAJINGTOWN,BAOAN DIST.",,SHENZHEN,,CN
2020010194,"TOA ELECTRONICS, INC",400 OYSTER POINT BLVD SUITE 301,,,,SOUTH SAN FRANCISCO,94080,US,DYNATECH CORPORATION (SHENZHEN) ON,"CORPORATION NO.11,FURONG 2RD",,"FURONG IND, SHAJINGTOWN,BAOAN DIST.",,SHENZHEN,,CN
2020010194,"TOA ELECTRONICS, INC",400 OYSTER POINT BLVD SUITE 301,,,,SOUTH SAN FRANCISCO,94080,US,DYNATECH CORPORATION (SHENZHEN) ON,"CORPORATION NO.11,FURONG 2RD",,"FURONG IND, SHAJINGTOWN,BAOAN DIST.",,SHENZHEN,,CN
2020010194,"TOA ELECTRONICS, INC",400 OYSTER POINT BLVD SUITE 301,,,,SOUTH SAN FRANCISCO,94080,US,DYNATECH CORPORATION (SHENZHEN) ON,"CORPORATION NO.11,FURONG 2RD",,"FURONG IND, SHAJINGTOWN,BAOAN DIST.",,SHENZHEN,,CN
2020010211,ESSENCE USA INC.,306 WASHINGTON ST.SUITE 302,HOBOKEN NJ 07030 US,,,,,,ESSENCE SMART CARE LTD,ABA EVEN 12,HERZLIYA 00000 IL,,,,,
2020010217,"RTA,DIGITAL INC",9900 NW 21ST ST,MIAMI FL 33172 US,,,,,,HP HEWLETT PACKARD INDIGO LTD,10 EINSTEIN ST.,REHOVOT 7610101 IL,,,,,
2020010219,"COACH SERVICES, INCORPORATION",ONE COACH WAY,JACKSONVILLE FL,UNITED STATES,,,,,DHL GLOBAL FORWARDING (VIETNAM) COR,"E-TOWN 2, 11TH FLOOR 364 CONG HOA S",HO CHI MINH .,VIETNAM,,,,
2020010226,JEFFREY CHAIN LP,DBA RENOLD JEFFREY,2307 MADEN DRIVE,MORRISTOWN TN 37813 US,,,,,RENOLD (CHINA) TRANSMISSION PRODUCT,"NO.489 FU XING ROAD, JINTAN DISTRIC","CHANGZHOU, JIANGSU 215500 CN",,,,,
2020010240,RODRIGO GARZA,"6580 OVERLEIGH LANE ALEXANDRIA,",ALEXANDRIA VA 6580 UNITED STATES,,,,,,CHRISTIANSEN LOGISTICS AND SHIPPING,COLONIA SATELITE BLOQUE S CASA 709,COMAYAGUELA FM HONDURAS,,,,,
2020010277,JK MOVING & STORAGE,44112 MERCURE CIRCLE,STERLING VA 20166 UNITED STATES,,,,,,MUDANZAS INTERNATIONAL,BOULEVARD SUYAPA FRENTE A LA UNAH,TEGUCIGALPA HONDURAS,,,,,
2020010313,BENEFIT COSMETICS LLC,"225 BUSH STREET, 20TH FL",SAN FRANCISCO CA 94104 USA,,,,,,DECORTIAT ESTEL,ZI DU PETIT FOUR,RUE DE LA NOUE BIDET,SAINT LAURENT NOUN 41220 FR,,,,
2020010315,WYMAN GORDON COMPANY,244 WORCESTER STREET,NORTH GRAFTON MA 01536 US,,,,,,UKAD,LIEU DIT LA CROIX DE BIOLET,RD 62,SAINT GEORGES DE MONS 63780 FR,,,,
2020010332,RANPAK CORP,"7990 AUBURN ROAD, CONCORD TOWNSHIP,",,,,PAINESVILLE,44077,US,BLUE OCEAN INNOVATION LTD,"UNIT 50, 8 F WAH LOK INDUSTRIAL CEN","31 - 35 SHAN MEI STREET, FOTAN, HON",,,HONG KONG,,HK
2020010335,1485608 ONTARIO INC. DBA CANADA COM,75 W WILMOT ST,,,,RICHMOND HILL,L4B 0B7,CA,"YANGZHOU OKAY SEAT CO.,LTD","NO58. SHUANGTANG ROAD, GANQUAN","INDUSTRIAL ZONE,",,,YANGZHOU,225000,CN
2020010336,"DECOPAC, INC.",3500 THURSTON AVE,,,,ANOKA,55303,US,XING YUAN PLASTIC PRODUCTS H.K. C,"UNIT 503 5 F SILVERCORD TOWER 2, 30","TSIMSHATSUI KL,H.K.",,,HONG KONG,,HK
2020010345,"KAM GROUP,INC.",486 WEST NORTH FRONTAGE ROAD,,,,BOLINGBROOK,60440,US,QINGDAO PINGCHENG CONTAINER BAG CO,"NO.22 GUANGDONG ROAD, BEIGUAN ,JIAO",,,,QINGDAO,266071,CN
2020010347,NATIONAL PRECISION BEARING GRP,8152 304TH AVE,,,,PRESTON,98050,US,FUJIAN LONGXI BEARING GROUP CORPO,"NO.388, TENGFEI ROAD",363000 ZHANGZHOU,,,ZHANGZHOU,363000,CN
2020010348,CHINOOK ASIA LLC,DBA STEELHEAD MANUFACTURING,"6285 LAKE OSWEGO, OR 97035 USA",,,LAKE OSWEGO,97035,US,PUTIANCITY COSTAR INDUSTRY TRADE,"ROOM 601 NO.218 HAIFENGZHONGJIE,ZHE","STREET,LICHENG DISTRICT,",,,PUTIAN CITY,354000,CN
2020010349,CARLSON STORE FIXTURES,7500 SETZLER PARKWAY,,,,BROOKLYN PARK,55428,US,"XIAMEN YIREE DISPLAY FIXTURES CO.,L",NO.5 ZHONGWAN ROAD XINGLIN XIAMEN 3,,,,XMN,361022,CN
2020010354,MARK NIERENHAUSEN GRANITES,ADD 26989 HIDDEN COVE ROAD COLD SP,MN 56320 USA,,,COLD SPRING,56320,US,"FUJIAN ZHENBAO MACHINERY CO.,LTD.",XIHUA CHONGWU ZHEN HUIAN XIAN FUJIA,CHINA,,,QUANZHOU,362000,CN
2020010355,WEINBRENNER SHOE COMPANY INC,108 S POLK ST.,,,,MERRILL,54452,US,XIAMEN UTRUST IMPORT AND EXPORT CO.,ROOM 1104 JIANYE BUILDING NO. 28 HU,"NORTH ROAD, XIAMEN CHINA",,,XIAMEN,361000,CN
2020010361,"TORQUE FITNESS,LLC",9365 HOLLY ST NW,,,,COON RAPIDS,55433,US,QINGDAO GRAND FITNESS INTERNATIONAL,RM 1601 GUANGFA FINANCE MANSION 40,,,,QINGDAO,266071,CN
2020010366,"DICKSON S, INC.",709 B AVENUE EAST FREEMAN FIELD SEY,"IN 47274 SEYMOUR,IN,47274,UNITED ST",,,SEYMOUR,47274,US,"NINGBO HAISHU XINGHUI TRADING CO.,L","FLOOR 6, NO. 3, FANYA CENTER,","636 EAST DUANTANG ROAD, NINGBO, CHI",,,NINGBO,315000,CN
2020010367,I-D FOODS CORPORATION,1800 AUTOROUTE LAVAL,,,,LAVAL,H7S 2E7,CA,"XIAMEN YOTOYO FOODS CO., LTD.",RM 816 MEIXIN PLAZA,NO879 XIAHE ROAD,,,XIAMEN,361000,CN
2020010368,"XYLEM, RCW - FLUIDHANDLING MG C O","MIDWEST WAREHOUSE DIST. INC,","500 COUNTRY CLUB DRIVE, BENSENVILLE",,,MORTON GROVE,60053,US,XYLEM NANJING CO LTD,NO.18 LONGYANG ROAD LUHE,211500 NANJING,,,NANJING,211500,CN
2020010369,ESAB-CHICAGO WAREHOUSE,"794 GOLF LANE,BENSENVILLE",IL 60106-1511 USA,,,MISSISSAUGA,L5T 1X9,CA,"ESAB WELDING PRODUCTS JIANGSU CO.,","NO.7 XINJING WEST ROAD,ZHANGJIAGANG","ECONOMIC AND DEVELOPMENT,ZONE,JIANG",,,ZHANGJIAGANG,200000,CN
2020010370,UMBRA LTD. - TORONTO ROUTINGS,40 EMBLEM CRT,,,,SCARBOROUGH,M1S 1B1,CA,HUANGYAN IMP. EXP. CORP.,"ZHEJIANG 49 YOUTH ROAD, WESTERN",318020 HUANGYAN,,,HUANGYAN,318020,CN
2020010375,"CITI-CARGO STORAGE CO.,INC",900 APOLLO RD,,,,EAGAN,55121,US,"CAMZONE TECHNOLOGIES BEIJING CO.,","SOUTH XILIZHUANG,NAN KOU,","CHANG PING DISTRICT, BEIJING",,,BEIJING,102202,CN
2020010379,C.H.HANSON CO.,"2000 NORTH AURORA RD.,",,,,NAPERVILLE,60563,US,"YANGZHOU DEVELOPPING IMP EXP CO.,LT","NO.99 WEST KAIFA ROAD ,YANGZHOU ,CH",,,,YANGZHOU,225009,CN
2020010382,"KREG ENTERPRISES, INC","201 CAMPUS DRIVE, HUXLEY, IA 50124,",ATTN BRIAN VANZEE,,,HUXLEY,50124,US,CHINA 2 WEST SERVICES LIMITED,16E NEICH TOWER 128 GLOUCESTER RD,"WANCHAI, HONG KONG",,,HONG KONG,,HK
2020010385,"GREATER CHINA INDUSTRIES,INC.","14205 SE 36TH STREET,SUITE 210 BELL",UNITED STATES,,,BELLEVUE,98006,US,"JIANDE IVY HOME TEXTILE CO.,LTD","QIANTAN TOWN. JIANDE, ZHEJINAG, CHI",311601 JIANDE,,,JIANDE,311601,CN
2020010386,RANDYS WORLD WIDE AUTOMOTIVE,10411 AIRPORT RD,,,,EVERETT,98204,US,"RUI AN LINGAO AUTO PARTS CO.,LTD","NO.13,ZHENGDA ROAD,HAIGUANG INDUSTR","DISTRICT,TANGXIA,RUIAN,",,,WENZHOU,325204,CN
2020010387,ZHEJIANG FOCUS-ON IMP EXP CO LTD,11F BINHAI BUILDING,480 JIANGNAN DADAO BINJIANG DIS,,,HANGZHOU,310052,CN,ZHEJIANG FOCUS-ON IMP EXP CO LTD,11F BINHAI BUILDING,480 JIANGNAN DADAO BINJIANG DIS,,,HANGZHOU,310052,CN
2020010389,SUSHI AVENUE INC,895 BLUE GENTIAN RD STE 6,,,,EAGAN,55121,US,SHANDONG TEANHE HONGSHENG INTERNATI,"NORTH OF GUANDAO STREET,ECONOMIC DE","GAOTANG COUNTY, LIAOCHENG,SHANDONG",,,LIAOCHENG,252800,CN
2020010390,"STARRETT,TRU-STONE TECHNOLOGIES DIV",1101 PROSPER DRIVE P.O.BOX 430,,,,WAITE PARK,56387,US,JINAN TMMT STONE CO LTD,F 1602 EAST TOWER JIAHENG BUSINESS,NO. 1825 HUALONG RD.,,,JINAN,250100,CN
2020010391,BRIGGS STRATTON CORP,12301 W WIRTH ST,,,,WAUWATOSA,53222,US,CHONGQING PANDA MACHINERY CO LTD,"BLDG 2, BLK B, ECON TECH DEV ZONE",JINSHAN INDUSTRIAL PARK CHONGQING,,,CHONGQING,400000,CN
2020010393,"EXODUSDIRECT, LLC","1825 E ARMY POST RD, DES MOINES, IA",ATTN TONY CHANG TONYC@EXODUSDIREC,,,DES MOINES,50320,US,CHINA 2 WEST SERVICES LIMITED,16E NEICH TOWER 128 GLOUCESTER RD,"WANCHAI, HONG KONG",,,HONG KONG,,HK
2020010396,"TRIPLE CROWN PRODUCTS,INC.","814 ELA AVE,WATERFORD,WI,53185,UNIT",,,,WATERFORD,53185,US,"NINGBO SHINING SAFETY PRODUCTS CO.,","PINGYAN VILLAGE,LIYANG TOWN,NINGHAI",,,,NINGBO,315600,CN
2020010398,MIIR HOLDINGS LLC.,2151 N NORTHLAKE WAY STE 211,,,,SEATTLE,98103,US,YONGKANG SIMPLE INDUSTR AND TRADE C,"NO.99 ZIZHENG ROAD,","ECONOMIC DEVELOPMENT AREA,",,,YONGKANG,321300,CN
2020010399,LBG DISTRIBUTION INC,15180 JOSH WILSON RD,,,,BURLINGTON,98233,US,NINGBO LIONBALL VENTILATOR CO LTD,"88 RENMIN RD,JIANGSHAN TOWN,YINZHOU",315200 NINGBO,,,NINGBO,315200,CN
2020010410,ASZ TRADING INC.,1435 51ST,NORTH BERGEN NJ 07047,U.S.A,,,,,APPAREL ZONE,RSM SQUARE 35/1 SUITE 113,SHAHEED-E-MILLAT ROAD,KARACHI/PAKISTAN,,,,
2020010411,AMM MERCHANDISING INC,37-53 72ND STREET JACKSON,HEIGHT NEW NY 11372,U.S.A,,,,,COLORS ENTERPRISES,PLOT#L-18 1ST FLOOR BLOCK 21,F.B INDUSTRIAL AREA,KARACHI / PAKISTAN,,,,
2020010412,ETERNAL FORTUNE FASHION LLC.,135 WEST 36TH STREET,2ND FLOOR NEW YORK,NY 10018 U.S.A,,,,,NAEEM ENTERPRISE,A-25/B S.I.T.E,KARACHI,PAKISTAN,,,,
2020010416,BISMA INTERNATIONAL,119 CLINTON STREET,HIGHT STOWN,NJ 08520-3201 USA,,,,,NFK EXPORTS (PVT) LTD,"3RD FL, HAJI ADAM CHAMBERS",ALTAF HUSSAIN ROAD,KARACHI 7400 PAKISTAN,,,,
2020010418,CALDERON TEXTILES LLC,C/O LANEY & DUKE,1600 JESSIE STREET,JACKSONVILLE FL 32206,,,,,ZULFIQAR WEAVING & TOWELS,PLOT NO: CA-79 SECTOR 16C,NORTH KARACHI,INDUSTRIAL AREA KARACHI/PAK,,,,
2020010419,SFA SANIFLO INC USA,105 NEWFIELD AVENUE UNIT A,,,,EDISON,08837,US,SFA,41 BIS AVENUE BOSQUET,,,,PARIS,75007,FR
2020010421,BABISCO TRADING CORP,1597 ROUTE 112,PORT JEFFERSON11776,NEW YORK 11776 US,NEW YORK 11776 US,,,,ETC GAYRIMENKUL VE DIS TIC LTD STI,BAYAR CAD.NEJATBEY APT,NO:68C B BLOK KAT:1 D:21,ISTANBUL TR,ISTANBUL TR,,,
2020010424,ATA FREIGHT LINE LTD.,WORLDWIDE HEADQUARTERS 1325 FRANKLI,SAVANNAH NY 11530 UNITED STATES,,,,,,ATA FREIGHT LINE LTD STI,GUVERCIN SOK. NO:10,LEVENT 34 34330 TURKEY,,,,,
2020010425,SOUTHERNFARE CORPORATION,8100 WASHINGTON AVENUE,HOUSTON TX 77007 UNITED STATES,,,,,,SCHENK INTERMODAL B.V.,BURGEMEESTER DE KEYZERWEG 6,PAPENDRECHT 3352 AR NETHERLANDS,,,,,
2020010428,SOMFY SYSTEMS INC,121 HERROR BLVB,UNITED STATES,0,,"DAYTON, NJ",08810,US,SOMFY,ZAC DES BORDETS EST,500 RUE DES SARCELLES BP 20116,,,BONNEVILLE CEDEX,74136,FR
2020010429,AMATA LLC,95 MAYHILL ST. SUITE 6,,,,SADDLE BROOK,07663,US,PT MUTIARA AKASYAH FURNITAMA,PERUMAHAN WISATA HATI BLOK H NO. 75,"RT 01 RW 06, KUDU GENUK",,,SEMARANG,,ID
2020010431,NDC (GUND ENESCO),510 S ENTERPRISE DRIVE,,,,LEBANON,46052,US,PT PEARLAND,DUKUH KARANG RT 002 RW 007,DESA NGADIRJO KEC. BOYOLALI,,,BOYOLALI,57352,ID
2020010434,ST FASTENING SYSTEMS DIVISON OF,THE HILLMAN GROUP. 6357 REYNOLDS,,"RD.,",,TYLER,75708,US,"ZYH YIN ENTERPRISE CO., LTD.","NO. 14, LN. 23, SHUI-KUAN RD.,",,"JEN-MEI VIL. NIAO-SONG DIST.,",,KAOHSIUNG,833,TW
2020010437,MITSUBISHI POWER SYSTEM AMERICAS,100 COLONIAL CENTER PARKWAY,LAKE MARY FL 32746 US,,,,,,EAGLEBRUGMANN BREDAN A S,PARK ALLE 34,VEJEN DK,,,,,
2020010447,NORTHSTAR DISTRIBUTION CENTER 8912,4853 CRUMPLER ROAD,MEMPHIS TN 38141 US,,,,,,PIRAMAL HEALTHCARE LIMITED,PLANT 1011,PITHAMPUR 67/70,"DHAR, MADHYA PRADESH 454775 MP IN",,,,
2020010451,ARISTOCRAT TECHNOLOGIES,3300 BIRTCHER DR,,,,LAS VEGAS,89118,US,BCM ELECTRONICS CORPORATION SDN BHD,PLO 21 JALAN HI-TECH 4 KULIM,,,,KULIM,,MY
2020010455,2B GLOBAL INC,1195 W VICTORIA ST,,,,COMPTON,90220,US,2BG PTE LTD,119 GALLOP PARK ROAD,,,,SINGAPORE,,SG
2020010455,2B GLOBAL INC,1195 W VICTORIA ST,,,,COMPTON,90220,US,2BG PTE LTD,119 GALLOP PARK ROAD,,,,SINGAPORE,,SG
2020010455,2B GLOBAL INC,1195 W VICTORIA ST,,,,COMPTON,90220,US,2BG PTE LTD,119 GALLOP PARK ROAD,,,,SINGAPORE,,SG
2020010455,2B GLOBAL INC,1195 W VICTORIA ST,,,,COMPTON,90220,US,2BG PTE LTD,119 GALLOP PARK ROAD,,,,SINGAPORE,,SG
2020010462,UNIVERSAL EMPIRE IMPORT EXPORT CORP,"16213 DEW DROP LANE,",,TAMPA FL 33625,,TAMPA,33625,US,MASTER CLEANING INTL LIMITED,"NO.90,JISHIGANG,JIHENG ROAD,",,"HAISHU,NINGBO",,ZHEJIANG,,CN
2020010475,AUX LLC,3546 E RIOPELLE AVE,,,,GILBERT,85298,US,ZHEJIANG HUTIAN RUBBER BELT CO LTD,"NO 9 XIALU INDUSTRIAL ZONE, SANHE",,,,TIANTAI,,CN
2020010476,WEBBED SPHERE INC,DBA TROLL AND TOAD 250 AMERICAN,,GREETING CARD ROAD CORBIN KENTUCKY,40701,CORBIN,,US,WAXSAM TRADING CO LTD,GUANSHANG WENGUAN RD CHENGHUA DIST,,CHENGHAI AREA,,SHANTOU,,CN
2020010479,CARLO GAVAZZI INC,750 HASTINGS LN,,,,BUFFALO GROVE,60089,US,ZHEJIANG CHINT ELECTRICS CO LTD,"ZHENGTAI BLDG, LIUSHI INDUSTRIAL ZO",NE,,,WENZHOU,,CN
2020010489,DELL C/O COMPUTER TECHNOLOGY,40 7909 NORTORTHCOURT STE 500,,SOLUTIONS LP FG RECEIVING DOCK,,HOUSTON,77040,US,COMPAL INFORMATION TECHNOLOGY KUNSH,"NO 58 FIRST STREET, KUNSHAN EXPORT",PROCESSING ZONE,,,KUNSHAN,,CN
